名稱,藝人,作曲者,專輯,分類,作品,樂章編號,樂章,樂章名稱,類型,大小,時間長度,光碟編號,光碟數量,音軌編號,音軌數量,年份,修改日期,加入的日期,位元率,取樣頻率,音量調整,種類,等化器,註解,播放次數,最近播放,略過次數,上次略過的日期,喜好程度,位置
Yuukai sink,Vaundy,VAUNDY,Yuukai sink - Single,,,,,,Rock,8644615,242,1,1,1,1.0,2021.0,2023/2/12 19:52,2023/3/24 22:41,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/6/3 12:22,1.0,,,
Create,星野源,Gen Hoshino,Create - Single,,,,,,Alternative,8304934,234,1,1,1,1.0,2021.0,2023/2/12 21:14,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,44.0,2025/5/28 16:15,,,,
Sarashi-mono (feat. PUNPEE),星野源,"Gen Hoshino, Rascal & PUNPEE",Same Thing - EP,,,,,,J-Pop,8110373,230,1,1,2,4.0,2019.0,2023/2/12 21:14,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,45.0,2025/5/30 14:10,,,,
Same Thing (feat. Superorganism),星野源,Gen Hoshino,Same Thing - EP,,,,,,J-Pop,7085702,200,1,1,1,4.0,2019.0,2023/2/12 21:15,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,40.0,2025/5/30 14:27,1.0,2025/4/17 09:36,,
Idea,星野源,Gen Hoshino,POP VIRUS,,,,,,J-Pop,9720831,280,1,1,11,14.0,2018.0,2023/2/12 21:16,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/4/17 09:54,1.0,2025/4/17 09:36,,
残響散歌,Aimer,Masahiro Tobiuchi,残響散歌 / 朝が来る - EP,,,,,,J-Pop,6877215,184,1,1,1,6.0,2021.0,2023/2/19 23:40,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,46.0,2025/5/28 04:30,,,,
Sekai no Himitsu,Vaundy,VAUNDY,Sekai no Himitsu - Single,,,,,,Rock,8267346,221,1,1,1,1.0,2020.0,2023/2/25 13:14,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,34.0,2025/6/3 19:07,,,,
benefits,Vaundy,VAUNDY,benefits - Single,,,,,,Rock,8766463,246,1,1,1,1.0,2021.0,2023/2/25 13:14,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/6/3 18:38,1.0,,,
スパークル,Lilas Ikuta,Lilas,スパークル - Single,,,,,,J-Pop,7519180,213,1,1,1,1.0,2022.0,2023/2/25 23:39,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/5/30 14:54,,,,
Demone Tamaniwa,imase,imase,Demone Tamaniwa - Single,,,,,,J-Pop,6739992,185,1,1,1,1.0,2022.0,2023/3/4 23:34,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,33.0,2025/5/30 18:17,1.0,,,
Bokurada,imase,imase,Bokurada - Single,,,,,,J-Pop,7397177,198,1,1,1,1.0,2023.0,2023/3/4 23:35,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,40.0,2025/5/27 20:57,1.0,2024/7/23 15:42,,
Have a nice day,imase,imase,POP CUBE - EP,,,,,,J-Pop,6416400,175,1,1,1,7.0,2021.0,2023/3/4 23:36,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,38.0,2025/5/30 14:40,,,,
Holy Light,imase,imase,POP CUBE - EP,,,,,,J-Pop,7539060,197,1,1,7,7.0,2022.0,2023/3/5 13:15,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,41.0,2025/5/28 13:04,,,,
Tokimeki,Vaundy,VAUNDY,Tokimeki - Single,,,,,,Rock,7659963,212,1,1,1,1.0,2021.0,2023/3/6 22:06,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,71.0,2025/6/3 12:17,1.0,2024/12/13 17:51,,
たぶん,YOASOBI,Ayase,たぶん - Single,,,,,,J-Pop,9097262,258,1,1,1,1.0,2020.0,2023/3/9 21:41,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,49.0,2025/5/30 17:53,,,,
sonna bitter na hanashi,Vaundy,VAUNDY,sonna bitter na hanashi - Single,,,,,,Rock,9831396,276,1,1,1,1.0,2023.0,2023/3/15 23:20,2023/3/24 22:42,256,44100,,Apple Music AAC音訊檔,,,43.0,2025/6/3 12:26,,,,
Period,imase,imase,Period - Single,,,,,,J-Pop,7897863,214,1,1,1,1.0,2023.0,2023/3/24 22:30,2023/3/24 22:30,256,44100,,Apple Music AAC音訊檔,,,48.0,2025/5/29 23:15,1.0,2024/7/23 15:42,,
LADY,米津玄師,Kenshi Yonezu,LADY - Single,,,,,,J-Pop,7497648,207,1,1,1,1.0,2023.0,2023/3/29 23:25,2023/3/29 23:25,256,44100,,Apple Music AAC音訊檔,,,41.0,2025/5/30 14:14,1.0,2023/5/13 18:30,,
祝日天国,35.7,TAKAHASHI YUU,祝日天国 - Single,,,,,,Indie Rock,9131005,241,1,1,1,1.0,2022.0,2023/3/29 23:30,2023/3/29 23:30,256,44100,,Apple Music AAC音訊檔,,,41.0,2025/5/28 04:37,,,,
Addicted,Aya Matsuura,Keita Tachibana,Addicted - Single,,,,,,J-Pop,12259593,350,1,1,1,1.0,2022.0,2023/4/9 23:09,2023/4/9 23:09,256,44100,,Apple Music AAC音訊檔,,,28.0,2025/4/17 10:51,,,,
18,imase,imase,18 - Single,,,,,,J-Pop,8127063,215,1,1,1,1.0,2023.0,2023/4/21 18:21,2023/4/21 18:21,256,44100,,Apple Music AAC音訊檔,,,44.0,2025/5/29 11:45,,,,
KANASHIBARI (feat. ao),RADWIMPS,Yojiro Noda,KANASHIBARI (feat. ao) - Single,,,,,,Rock,10508116,297,1,1,1,1.0,2023.0,2023/4/23 23:11,2023/4/23 23:11,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/2/26 18:30,2.0,2024/9/13 18:36,,
あてもなく,Aimer,Masahiro Tobiuchi,あてもなく(Special Edition) - EP,,,,,,J-Pop,8705466,234,1,1,1,5.0,2023.0,2023/4/23 23:17,2023/4/23 23:17,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/4/11 12:29,3.0,2023/9/13 00:24,,
いぶき,yama,Nobuaki Tanaka,いぶき - Single,,,,,,J-Pop,7376535,197,1,1,1,1.0,2023.0,2023/4/23 23:36,2023/4/23 23:36,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/4/11 12:33,1.0,2023/5/3 13:15,,
サークル,Lilas Ikuta,Lilas,Sketch,,,,,,J-Pop,7443383,195,1,1,2,11.0,2023.0,2023/4/25 00:38,2023/4/25 00:38,256,44100,,Apple Music AAC音訊檔,,,51.0,2025/5/28 04:22,,,,
Midnight Talk,Lilas Ikuta,Lilas,Sketch,,,,,,J-Pop,7905913,219,1,1,4,11.0,2023.0,2023/4/25 00:38,2023/4/25 00:38,256,44100,,Apple Music AAC音訊檔,,,51.0,2025/5/27 22:50,1.0,2023/4/27 14:12,,
ラブレター,YOASOBI,Ayase,THE BOOK 2,,,,,,J-Pop,7838486,210,1,1,8,8.0,2021.0,2023/4/30 00:42,2023/4/30 00:42,256,44100,,Apple Music AAC音訊檔,,,153.0,2025/4/11 12:43,2.0,2023/4/30 23:24,,
Nagisa,imase,imase,Nagisa - Single,,,,,,J-Pop,8119705,226,1,1,1,1.0,2023.0,2023/5/26 17:40,2023/5/26 17:40,256,44100,,Apple Music AAC音訊檔,,,48.0,2025/5/28 16:43,2.0,2024/4/3 02:00,,
春を告げる,yama,Qujila,春を告げる - Single,,,,,,J-Pop,7049631,196,1,1,1,1.0,2020.0,2023/6/4 00:00,2023/6/4 00:00,256,44100,,Apple Music AAC音訊檔,,,39.0,2025/5/28 02:06,,,,
Oz.,yama,Nakimushi,Oz. - Single,,,,,,J-Pop,7418534,194,1,1,1,1.0,2021.0,2023/6/4 00:07,2023/6/4 00:07,256,44100,,Apple Music AAC音訊檔,,,29.0,2025/5/28 17:20,1.0,2024/7/23 01:49,,
Hitman,King Gnu,Daiki Tsuneta,Sympa,,,,,,Alternative,11173586,313,1,1,6,13.0,2019.0,2023/7/3 13:21,2023/7/3 13:21,256,44100,,Apple Music AAC音訊檔,,,32.0,2025/5/28 15:57,,,,
Beautiful Fin,Spitz,Kusano Masamune,Anime Movie Hits,,,,,,Rock,7509697,211,1,1,1,22.0,2023.0,2023/8/1 01:59,2023/8/1 01:59,256,44100,,Apple Music AAC音訊檔,,,28.0,2025/5/30 14:31,1.0,2024/7/1 10:42,,
Life,星野源,Gen Hoshino,Life - Single,,,,,,Alternative,6897565,191,1,1,1,1.0,2023.0,2023/8/24 18:40,2023/8/24 18:40,256,44100,,Apple Music AAC音訊檔,,,28.0,2025/5/30 13:56,,,,
115 Million Kilometer Film,Official鬍子男dism,Satoshi Fujihara,Escaparade,,,,,,J-Pop,11465290,324,1,1,1,13.0,2018.0,2023/9/7 22:22,2023/9/7 22:22,256,44100,,Apple Music AAC音訊檔,,,46.0,2025/5/30 17:58,3.0,2025/2/3 18:54,,
Pretender,Official鬍子男dism,Satoshi Fujihara,Traveler,,,,,,J-Pop,11529624,326,1,1,12,14.0,2019.0,2023/9/8 10:30,2023/9/8 10:30,256,44100,,Apple Music AAC音訊檔,,,41.0,2025/5/28 18:36,2.0,2023/11/3 02:10,,
Yesterday,Official鬍子男dism,Satoshi Fujihara,Traveler,,,,,,J-Pop,10495378,299,1,1,1,14.0,2019.0,2023/9/8 10:41,2023/9/8 10:41,256,44100,,Apple Music AAC音訊檔,,,40.0,2025/5/28 15:30,1.0,2023/12/5 12:15,,
Shukumei,Official鬍子男dism,Satoshi Fujihara,Traveler,,,,,,J-Pop,9846649,280,1,1,2,14.0,2019.0,2023/9/8 10:41,2023/9/8 10:41,256,44100,,Apple Music AAC音訊檔,,,42.0,2025/5/28 02:52,1.0,2023/12/4 13:28,,
Stand By You,Official鬍子男dism,Satoshi Fujihara,Traveler,,,,,,J-Pop,9433269,256,1,1,8,14.0,2018.0,2023/9/13 10:24,2023/9/13 10:24,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/5/30 00:27,1.0,2023/11/20 19:13,,
Spring Thief,Yorushika,n-buna,Spring Thief - Single,,,,,,Rock,10428034,290,1,1,1,1.0,2021.0,2023/9/19 22:47,2023/9/19 22:47,256,44100,,Apple Music AAC音訊檔,,,21.0,2025/5/28 18:02,2.0,2025/4/11 14:19,,
日常,Official鬍子男dism,Satoshi Fujihara,Rejoice,,,,,,J-Pop,12481633,352,1,1,6,16.0,2023.0,2023/9/21 10:16,2023/9/21 10:16,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/5/30 18:39,,,,
I Love...,Official鬍子男dism,Satoshi Fujihara,Editorial,,,,,,J-Pop,9934230,282,1,1,3,14.0,2020.0,2023/9/21 17:07,2023/9/21 17:07,256,44100,,Apple Music AAC音訊檔,,,30.0,2025/5/30 13:35,1.0,2023/12/4 13:06,,
Laughter,Official鬍子男dism,Satoshi Fujihara,Editorial,,,,,,J-Pop,12714084,352,1,1,12,14.0,2020.0,2023/9/21 20:26,2023/9/21 20:26,256,44100,,Apple Music AAC音訊檔,,,30.0,2025/5/28 16:39,,,,
SPECIALZ,King Gnu,Daiki Tsuneta,SPECIALZ - Single,,,,,,Alternative,8410845,238,1,1,1,1.0,2023.0,2023/9/21 22:30,2023/9/21 22:30,256,44100,,Apple Music AAC音訊檔,,,38.0,2025/2/20 09:10,,,,
I say bye,imase,imase,I say bye - Single,,,,,,J-Pop,6613716,180,1,1,1,1.0,2023.0,2023/9/23 10:06,2023/9/23 10:06,256,44100,,Apple Music AAC音訊檔,,,34.0,2025/5/28 16:27,1.0,2024/7/23 15:42,,
Parabola,Official鬍子男dism,Satoshi Fujihara,Editorial,,,,,,J-Pop,10847783,305,1,1,9,14.0,2020.0,2023/9/23 12:37,2023/9/23 12:37,256,44100,,Apple Music AAC音訊檔,,,23.0,2025/5/28 04:19,,,,
TATTOO,Official鬍子男dism,Satoshi Fujihara,Rejoice,,,,,,J-Pop,10589076,287,1,1,15,16.0,2023.0,2023/9/24 18:40,2023/9/24 18:40,256,44100,,Apple Music AAC音訊檔,,,29.0,2025/5/30 00:35,,,,
Hello,Official鬍子男dism,Satoshi Fujihara,Editorial,,,,,,J-Pop,10077859,282,1,1,5,14.0,2020.0,2023/9/27 11:02,2023/9/27 11:02,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/5/28 17:50,1.0,2025/2/11 11:37,,
Subtitle,Official鬍子男dism,Satoshi Fujihara,Rejoice,,,,,,J-Pop,10940908,304,1,1,10,16.0,2022.0,2023/10/2 23:21,2023/10/2 23:21,256,44100,,Apple Music AAC音訊檔,,,19.0,2025/5/28 02:31,2.0,2025/5/27 17:08,,
Apoptosis,Official鬍子男dism,Satoshi Fujihara,Editorial,,,,,,J-Pop,13582712,389,1,1,2,14.0,2021.0,2023/10/7 01:07,2023/10/7 01:07,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/1/8 11:24,,,,
硝子窓,King Gnu,Daiki Tsuneta,硝子窓 - Single,,,,,,Alternative,7785349,217,1,1,1,1.0,2023.0,2023/11/1 14:16,2023/11/1 14:16,256,44100,,Apple Music AAC音訊檔,,,19.0,2025/5/29 18:38,1.0,2023/11/2 09:36,,
三原色,YOASOBI,Ayase,THE BOOK 2,,,,,,J-Pop,8329026,220,1,1,2,8.0,2021.0,2023/11/15 02:16,2023/11/15 02:16,256,44100,,Apple Music AAC音訊檔,,,62.0,2025/5/30 00:11,1.0,2024/1/8 10:11,,
宝石,Lilas Ikuta,Lilas,Sketch,,,,,,J-Pop,9075876,255,1,1,10,11.0,2023.0,2023/12/2 01:31,2023/12/2 01:31,256,44100,,Apple Music AAC音訊檔,,,29.0,2025/5/28 02:26,2.0,2024/1/8 10:11,,
SOULSOUP,Official鬍子男dism,Satoshi Fujihara,Rejoice,,,,,,J-Pop,11787122,313,1,1,4,16.0,2023.0,2023/12/15 18:04,2023/12/15 18:04,256,44100,,Apple Music AAC音訊檔,,,18.0,2025/5/27 21:54,,,,
Heroine,imase,imase,Heroine - Single,,,,,,J-Pop,7538912,202,1,1,1,1.0,2023.0,2023/12/16 13:57,2023/12/16 13:57,256,44100,,Apple Music AAC音訊檔,,,66.0,2025/5/28 15:46,3.0,2024/7/23 15:42,,
Workin' Hard,藤井風,Fujii Kaze,Workin' Hard - Single,,,,,,J-Pop,8533210,239,1,1,1,1.0,2023.0,2024/1/2 15:20,2024/1/2 15:20,256,44100,,Apple Music AAC音訊檔,,,66.0,2025/5/27 22:35,1.0,2024/7/1 10:41,,
Mela!,緑黃色社會,PEPPE & Shingo Anami,SINGALONG,,,,,,J-Pop,8665927,242,1,1,3,13.0,2020.0,2024/1/2 21:34,2024/1/2 21:34,256,44100,,Apple Music AAC音訊檔,,,119.0,2025/5/12 19:48,1.0,2024/7/1 10:39,,
飛行艇,King Gnu,Daiki Tsuneta,CEREMONY,,,,,,Alternative,9590319,260,1,1,7,12.0,2019.0,2024/1/3 08:56,2024/1/3 08:56,256,44100,,Apple Music AAC音訊檔,,,62.0,2025/5/28 03:43,6.0,2024/7/5 03:15,,
Hana,藤井風,Fujii Kaze,Hana - Single,,,,,,J-Pop,9099000,246,1,1,1,1.0,2023.0,2024/1/3 14:39,2024/1/3 14:39,256,44100,,Apple Music AAC音訊檔,,,54.0,2025/5/29 11:33,1.0,2024/2/26 01:45,,
打上花火,米津玄師,Kenshi Yonezu,BOOTLEG,,,,,,J-Pop,9376381,259,1,1,13,14.0,2017.0,2024/1/10 11:14,2024/1/10 11:14,256,44100,,Apple Music AAC音訊檔,,,44.0,2025/5/28 03:03,,,,
New Genesis,Ado,Yasutaka Nakata,UTA'S SONGS ONE PIECE FILM RED,,,,,,J-Pop,8320772,226,1,1,1,8.0,2022.0,2024/2/5 13:08,2024/2/5 13:08,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/5/28 01:10,1.0,2024/2/5 13:29,,
Show,Ado,Giga & TeddyLoid,Show - Single,,,,,,J-Pop,6916558,189,1,1,1,1.0,2023.0,2024/2/5 18:36,2024/2/5 18:36,256,44100,,Apple Music AAC音訊檔,,,98.0,2025/5/30 14:43,1.0,2024/7/1 10:39,,
Odo,Ado,Giga & TeddyLoid,Odo - Single,,,,,,J-Pop,7446811,208,1,1,1,1.0,2021.0,2024/2/7 13:37,2024/2/7 13:37,256,44100,,Apple Music AAC音訊檔,,,63.0,2025/5/30 18:09,,,,
Readymade,Ado,Three,Readymade - Single,,,,,,J-Pop,8957752,244,1,1,1,2.0,2020.0,2024/2/7 13:47,2024/2/7 13:47,256,44100,,Apple Music AAC音訊檔,,,40.0,2025/5/28 01:58,3.0,2024/2/27 15:30,,
Ashura-chan,Ado,Neru,Ashura-chan - Single,,,,,,J-Pop,7013317,196,1,1,1,1.0,2021.0,2024/2/7 13:48,2024/2/7 13:48,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/5/12 20:07,1.0,2024/12/30 16:10,,
Usseewa,Ado,syudou,Usseewa - Single,,,,,,J-Pop,7736051,204,1,1,1,1.0,2020.0,2024/2/8 12:29,2024/2/8 12:29,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/5/28 02:13,3.0,,,
Koigoromo,imase,imase,Koigoromo - Single,,,,,,J-Pop,7916704,212,1,1,1,1.0,2024.0,2024/2/8 12:45,2024/2/8 12:45,256,44100,,Apple Music AAC音訊檔,,,34.0,2025/4/17 13:35,,,,
LADYBUG,緑黃色社會,Issei Kobayashi,結証 - EP,,,,,,J-Pop,8905267,235,1,1,2,6.0,2021.0,2024/2/20 19:08,2024/2/20 19:08,256,44100,,Apple Music AAC音訊檔,,,58.0,2025/5/27 21:48,1.0,2024/7/23 01:49,,
Value,Ado,Police Piccadilly,Value - Single,,,,,,J-Pop,6862803,185,1,1,1,1.0,2024.0,2024/2/27 00:24,2024/2/27 00:24,256,44100,,Apple Music AAC音訊檔,,,22.0,2025/5/30 14:24,,,,
Overdose,natori,natori,Overdose - Single,,,,,,J-Pop,7023889,197,1,1,1,1.0,2022.0,2024/3/10 21:55,2024/3/10 21:55,256,44100,,Apple Music AAC音訊檔,,,20.0,2025/5/28 01:03,,,,
Happy Order?,imase,imase,Happy Order? - Single,,,,,,J-Pop,7967411,211,1,1,1,1.0,2024.0,2024/4/2 09:52,2024/4/2 09:52,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/5/30 14:50,3.0,2024/4/14 11:35,,
IKAROS,King Gnu,Daiki Tsuneta,THE GREATEST UNKNOWN,,,,,,Alternative,8099403,218,1,1,8,21.0,2023.0,2024/4/6 15:45,2024/4/6 15:45,256,44100,,Apple Music AAC音訊檔,,,50.0,2025/5/30 14:57,,,,
Teenager Forever,King Gnu,Daiki Tsuneta,CEREMONY,,,,,,Alternative,6911219,189,1,1,3,12.0,2019.0,2024/4/7 15:02,2024/4/7 15:02,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/5/28 03:27,1.0,2024/7/1 10:40,,
一途,King Gnu,Daiki Tsuneta,一途 - Single,,,,,,Alternative,7037762,190,1,1,1,1.0,2021.0,2024/4/7 15:16,2024/4/7 15:16,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/4/13 22:01,1.0,2024/4/22 01:30,,
傘,King Gnu,Daiki Tsuneta,CEREMONY,,,,,,Alternative,7679313,203,1,1,10,12.0,2019.0,2024/4/7 15:43,2024/4/7 15:43,256,44100,,Apple Music AAC音訊檔,,,25.0,2025/4/13 22:04,,,,
Sorrows,King Gnu,Daiki Tsuneta,Sympa,,,,,,Alternative,8054298,220,1,1,4,13.0,2019.0,2024/4/7 23:01,2024/4/7 23:01,256,44100,,Apple Music AAC音訊檔,,,25.0,2025/5/28 16:19,1.0,2024/12/13 10:48,,
Michi Teyu Ku (Overflowing),藤井風,Fujii Kaze,Michi Teyu Ku (Overflowing) - Single,,,,,,J-Pop,11075257,310,1,1,1,1.0,2024.0,2024/3/15 18:00,2024/3/15 18:00,256,44100,,Apple Music AAC音訊檔,,,164.0,2025/5/30 17:42,3.0,2024/12/8 15:59,,
Matsuri,藤井風,Fujii Kaze,LOVE ALL SERVE ALL,,,,,,J-Pop,8218091,225,1,1,2,10.0,2022.0,2024/4/8 21:05,2024/4/8 21:05,256,44100,,Apple Music AAC音訊檔,,,40.0,2025/4/13 22:17,1.0,2024/4/25 03:33,,
ユーモア,King Gnu,Daiki Tsuneta,CEREMONY,,,,,,Alternative,7696925,207,1,1,4,12.0,2020.0,2024/4/9 02:20,2024/4/9 02:20,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/5/28 03:15,,,,
Shinunoga E-Wa,藤井風,Fujii Kaze,HELP EVER HURT NEVER,,,,,,J-Pop,6575023,185,1,1,8,11.0,2020.0,2024/4/9 10:38,2024/4/9 10:38,256,44100,,Apple Music AAC音訊檔,,,41.0,2025/5/13 13:36,3.0,2024/12/5 19:25,,
Kirari,藤井風,Fujii Kaze,Kirari - Single,,,,,,J-Pop,8547873,231,1,1,1,1.0,2021.0,2024/4/9 10:55,2024/4/9 10:55,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/4/13 22:28,1.0,2024/4/10 16:03,,
damn,藤井風,Fujii Kaze,LOVE ALL SERVE ALL,,,,,,J-Pop,9569445,259,1,1,7,10.0,2022.0,2024/4/9 11:02,2024/4/9 11:02,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/4/13 22:32,,,,
Garden,藤井風,Fujii Kaze,LOVE ALL SERVE ALL,,,,,,J-Pop,8237113,229,1,1,6,10.0,2022.0,2024/4/9 11:02,2024/4/9 11:02,256,44100,,Apple Music AAC音訊檔,,,34.0,2025/4/13 23:01,,,,
YASASHISA,藤井風,Fujii Kaze,HELP EVER HURT NEVER,,,,,,J-Pop,8555028,240,1,1,3,11.0,2020.0,2024/4/9 11:13,2024/4/9 11:13,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/5/28 04:26,2.0,2024/12/8 15:59,,
Tabiji,藤井風,Fujii Kaze,Tabiji - Single,,,,,,J-Pop,10170873,277,1,1,1,1.0,2021.0,2024/4/9 11:16,2024/4/9 11:16,256,44100,,Apple Music AAC音訊檔,,,25.0,2025/5/28 02:36,1.0,2024/11/16 22:18,,
Kaerou,藤井風,Fujii Kaze,HELP EVER HURT NEVER,,,,,,J-Pop,10030411,284,1,1,11,11.0,2020.0,2024/4/9 11:20,2024/4/9 11:20,256,44100,,Apple Music AAC音訊檔,,,38.0,2025/5/29 12:01,,,,
grace,藤井風,Fujii Kaze,grace - Single,,,,,,J-Pop,10508823,289,1,1,1,1.0,2022.0,2024/4/9 12:18,2024/4/9 12:18,256,44100,,Apple Music AAC音訊檔,,,30.0,2025/5/28 17:39,,,,
SAYONARA Baby,藤井風,Fujii Kaze,HELP EVER HURT NEVER,,,,,,J-Pop,9307853,260,1,1,10,11.0,2020.0,2024/4/9 12:32,2024/4/9 12:32,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/5/28 12:49,,,,
Close to you,藤井風,Hal David & Burt Bacharach,HELP EVER HURT COVER,,,,,,J-Pop,7728453,220,1,1,1,10.0,2020.0,2024/4/9 16:30,2024/4/9 16:30,256,44100,,Apple Music AAC音訊檔,,,45.0,2025/5/28 13:01,1.0,2024/7/1 10:41,,
あの夢をなぞって,YOASOBI,Ayase,あの夢をなぞって - Single,,,,,,J-Pop,8702522,242,1,1,1,1.0,2020.0,2024/4/19 15:02,2024/4/19 15:02,256,44100,,Apple Music AAC音訊檔,,,19.0,2024/10/16 11:26,1.0,2025/3/14 15:21,,
MO-EH-YO (Ignite),藤井風,Fujii Kaze,LOVE ALL SERVE ALL,,,,,,J-Pop,10319091,277,1,1,5,10.0,2021.0,2024/4/21 23:31,2024/4/21 23:31,256,44100,,Apple Music AAC音訊檔,,,28.0,2025/5/28 18:30,,,,
Shine Out,imase,imase,Shine Out - Single,,,,,,J-Pop,7881419,210,1,1,1,1.0,2024.0,2024/4/22 03:39,2024/4/22 03:39,256,44100,,Apple Music AAC音訊檔,,,49.0,2025/5/27 14:36,,,,
I wonder,Da-iCE,"Sota Hanamura, MEG.ME, Louis & KUDOU TAIKI",I wonder - Single,,,,,,J-Pop,5807248,157,1,1,1,1.0,2024.0,2024/6/29 03:07,2024/6/29 03:07,256,44100,,Apple Music AAC音訊檔,,,78.0,2025/5/12 14:34,2.0,2024/7/3 01:47,,
Lonely Rhapsody,藤井風,Fujii Kaze,LOVE ALL SERVE ALL,,,,,,J-Pop,10450976,286,1,1,8,10.0,2022.0,2024/8/24 22:53,2024/8/24 22:53,256,44100,,Apple Music AAC音訊檔,,,17.0,2025/4/27 20:35,2.0,2025/1/3 09:10,,
Kiri Ga Naikara,藤井風,Fujii Kaze,HELP EVER HURT NEVER,,,,,,J-Pop,7848297,217,1,1,4,11.0,2020.0,2024/8/25 01:52,2024/8/25 01:52,256,44100,,Apple Music AAC音訊檔,,,18.0,2025/4/27 20:38,,,,
你是一切,米希亞,Toshiaki Matsumoto,MARVELOUS,,,,,,J-Pop,17023588,467,1,1,10,13.0,2001.0,2024/8/30 19:48,2024/8/30 19:48,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/5/29 23:30,,,,
Automatic,宇多田ヒカル,Hikaru Utada,Automatic / Time Will Tell - Single,,,,,,J-Pop,10796879,312,1,1,1,3.0,1998.0,2024/8/31 12:27,2024/8/31 12:27,256,44100,,Apple Music AAC音訊檔,,,18.0,2025/5/30 14:02,,,,
ラブ・ストーリーは突然に,KAZUMASA ODA,Kazumasa Oda,Anohi Anotoki (Bonus Version),,,,,,J-Pop,10313046,297,2,3,4,17.0,2002.0,2024/9/1 13:17,2024/9/1 13:17,256,44100,,Apple Music AAC音訊檔,,,24.0,2025/5/30 00:16,,,,
Tokuninai,藤井風,Fujii Kaze,HELP EVER HURT NEVER,,,,,,J-Pop,7369753,205,1,1,7,11.0,2020.0,2024/9/2 14:18,2024/9/2 14:18,256,44100,,Apple Music AAC音訊檔,,,17.0,2025/5/28 18:44,,,,
Sharon,Official鬍子男dism,Satoshi Fujihara,Rejoice,,,,,,J-Pop,10070400,281,1,1,8,16.0,2024.0,2024/9/10 18:52,2024/9/10 18:52,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/4/27 21:04,,,,
W●RK,ꉈꀧ꒒꒒ꁄꍈꍈꀧ꒦ꉈ ꉣꅔꎡꅔꁕꁄ & 椎名林檎,Daiki Tsuneta,W●RK - Single,,,,,,Alternative,7421726,201,1,1,1,1.0,2023.0,2024/9/15 21:49,2024/9/15 21:49,256,44100,,Apple Music AAC音訊檔,,,24.0,2025/5/27 21:09,,,,
Stem - At Play With a Feudal Lord,椎名林檎,Sheena Ringo,Stem - At Play With a Feudal Lord - Single,,,,,,J-Pop,9372907,260,1,1,2,3.0,2003.0,2024/9/19 02:07,2024/9/19 02:07,256,44100,,Apple Music AAC音訊檔,,,17.0,2025/6/1 04:12,,,,
"No verao, as noites",椎名林檎 & Ukigmo,Sheena Ringo,"No verao, as noites / God, Nor Buddha - Single",,,,,,J-Pop,9012079,249,1,1,1,2.0,2015.0,2024/9/19 13:36,2024/9/19 13:36,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/6/1 04:05,1.0,2024/9/20 09:08,,
"Ma Vie, Mes Rêves",椎名林檎,Sheena Ringo,"Reimport, Vol. 2 - Civil Aviation Bureau",,,,,,J-Pop,7081980,194,1,1,1,11.0,2017.0,2024/9/19 13:45,2024/9/19 13:45,256,44100,,Apple Music AAC音訊檔,,,18.0,2025/6/1 04:08,,,,
